Name,EcoScore,Countries,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17
Vin sans alcool,,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons sans alcool,Vins sans alcool,,,,,,,,,,,,
"Saint-nicolas De Bourgueil 2017, Vin Rouge",,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vino tinto gran reserva,35,"['en:france', 'en:spain']",Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Domaine de luch,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Merlot,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
"juliénas, vin rouge",36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Juliénas,,,,,,,,,,,
Cabernet d'Anjou,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Haut boutet,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Nor,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Rosé framboise grenadine cranberry,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons alcoolisées pré-mélangées,Vins rosés,Boissons alcoolisées à base de vin,Vins aromatisés,,,,,,,,,,
Prosecco brut Bonnicelli,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco,,,,,,,,,,,,
Cotes du Rhône vieilles vignes 2017,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Vin Lussac saint émilion,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Sylvaner baron de horn,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin rouge AOP Bordeaux La Grande Lice,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Grand vin de bordeaux- Bordeaux superieur,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Vin de Pays d'Oc Grenache I.G.P.,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins portugais,,,,,,,,,,,,,
Vino Frizzante amabile,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins effervescents,Vins pétillant,it:Lambrusco,it:Salamino di Santa Croce,,,,,,,,,
Les Allées de Mondaults Bordeaux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
75CL MONTAGNE SAINT EMILION ROUGE,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
La petite chapelle de Bordeaux 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
nos racines,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne 1 / 2 Sec Grande Reserve Baron Fuente,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Champagnes demi-secs,,,,,,,,,,,
Muscat de rivesaltes 15.5 %,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne 1 / 2 Sec Grande Reserve Baron Fuente,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,Champagnes demi-secs,,,,,,,,,,,
nos racines,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin d'Espagne rosé CHASTAGNAC,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rosé AOP d'Anjou les hauts buis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Loire,,,,,,,,,,,,
Muscat de rivesaltes 15.5 %,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Muscats,Muscat de Rivesaltes,,,,,,,,,
Saumur Champigny - 2018,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Beaumes de Venise,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins français,Vins rouges,Muscats,Muscat de Beaumes-de-Venise,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Morgon 2015,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Morgon,,,,,,,,,,,
Languedoc 2016,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Languedoc,,,,,,,,,,,,
Beaujolais Nouveau 2013,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
El Sotillo Tinto,27,"['en:france', 'en:spain']",Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Muscat de Rivesaltes,48,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux,Vins mutés de type vin doux naturel,Vins français,Muscats,Muscat de Rivesaltes,,,,,,,,
Côtes de Provence - 2018,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence,,,,,,,,,,,,
Rosé,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,,,,,,,,,,,,
Terréo - Vin de Pays rouge - Millésime 2018,43,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
75CL Cabernet Sauvignon El Emperador Chili,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Monbazillac BLC EXP.CLUB3,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac,,,,,,,,,,,,
Saint-Nicolas de Bourgueil - 2019,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Nicolas-de-Bourgueil Val de Loire,,,,,,,,,,,,
L'héritage de Carillan,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Champagne,23,"['en:australia', 'en:france']",Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Les sens des étangs,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Beaujolais Vieilles Vignes,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Beaujolais,,,,,,,,,,,
Vin rouge AOC Ventoux Le Toulourenc,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Chianti 2018,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,Chianti,,,,,,,,,,,,
,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Vin cotes-du-Rhone,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Vin blanc IGP Ardèche Viognier,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Beaujolais Nouveau,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Beaujolais,Beaujolais nouveau,,,,,,,,,,
Champagne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Sauvignon blanc 2022,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
75CL Riesling Blanc,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
château st seurin,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Champagne demi-sec Louis Danremont,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Chateau gros chêne,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Vin rouge AOC Côteaux Bourguignon les Jardins de l'Evêché,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Coteaux Bourguignons,,,,,,,,,,,
Vin d’alsace riesling,40,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Secret d Eugénie,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Change,57,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,,,,,,,,,,,
champagne brut,33,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Château Jalousie Beaulieu,54,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Cantina Pellegrino 1880 Marsala,,"['en:australia', 'en:france', 'en:italy', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Boulaouane,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Vins du Périgord,,,,,,,,,,,
Aromanes,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Côtes du Rhône,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Bourgogne Grand Ordinaire,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Bourgogne Grand Ordinaire,,,,,,,,,,
Alsace grand cru,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Alsace Grand Cru,Vin d'Alsace,,,,,,,,,,,
Champagne charles de cazanove,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Forget-brimont Premier Cru Brut Champagne,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Côtés du Rhône chapoutier,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Cotes du rhones villages,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Sauvignon Blanc,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,,,,,,,,,,,
vin de savoie Abymes,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Crémant de Bourgogne (ice),32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins effervescents,Crémant de Bourgogne,,,,,,,,,,
Vin blanc,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Viré-Clessé,,,,,,,,,,
Château Laffite 2018,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Coteaux Aix en Provence 2012,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Coteaux d'Aix-en-Provence,,,,,,,,,,,
saint pourçain,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
DOMAINE MOUTHA MADIRAN,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Rouge,27,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin blanc les infirmières,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin rouge bordeaux,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Promesse de rabaud-promis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Riesling,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
"Syrah, Vin Rouge, La Bouteille De",32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Cotes de gascogne,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne,,,,,,,,,,,,
Vin Bordeaux rouge Yvecourt,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin Bordeaux rouge,,,,,,,,,,,,
Chablis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Chablis,,,,,,,,,,
Grand vin de Bordeaux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Chateau Grivière 2010 Médoc Cru Bourgeois,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vins du Médoc,Médoc,,,,,,,,,
Cabernet d’Anjou,49,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
75CL Champagne Brut Reserve Taittinger,45,"['en:australia', 'en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Île de Ré Soif d'évasion Sauvignon,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
champagne brut,33,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Château Jalousie Beaulieu,54,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Beaujolais Nouveau 2013,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Côtes du Rhône,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Beaujolais Vieilles Vignes,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Beaujolais,,,,,,,,,,,
Monbazillac BLC EXP.CLUB3,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac,,,,,,,,,,,,
Les sens des étangs,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
75CL Champagne Brut Reserve Taittinger,45,"['en:australia', 'en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Vin rouge,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Bourgogne Grand Ordinaire,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Bourgogne Grand Ordinaire,,,,,,,,,,
Beaujolais Nouveau,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Beaujolais,Beaujolais nouveau,,,,,,,,,,
Alsace grand cru,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Alsace Grand Cru,Vin d'Alsace,,,,,,,,,,,
Champagne charles de cazanove,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vin blanc IGP Ardèche Viognier,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Forget-brimont Premier Cru Brut Champagne,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Cotes du rhones villages,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Vin blanc,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Viré-Clessé,,,,,,,,,,
Crémant de Bourgogne (ice),32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins effervescents,Crémant de Bourgogne,,,,,,,,,,
Champagne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Côtés du Rhône chapoutier,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
vin de savoie Abymes,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
château st seurin,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Château Laffite 2018,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
saint pourçain,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Champagne demi-sec Louis Danremont,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vin rouge AOC Côteaux Bourguignon les Jardins de l'Evêché,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Coteaux Bourguignons,,,,,,,,,,,
Boulaouane,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
DOMAINE MOUTHA MADIRAN,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin blanc les infirmières,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin rouge bordeaux,41,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Grand vin de Bordeaux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Promesse de rabaud-promis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Vin rouge AOC Ventoux Le Toulourenc,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Change,57,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,,,,,,,,,,,
Riesling,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Vin,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Vins du Périgord,,,,,,,,,,,
Chablis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Chablis,,,,,,,,,,
Cabernet d’Anjou,49,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou,,,,,,,,,,,,
Cotes de gascogne,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne,,,,,,,,,,,,
Pays d oc,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Sauvignon Blanc,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Pays d'Oc,,,,,,,,,,,
Coteaux Aix en Provence 2012,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Coteaux d'Aix-en-Provence,,,,,,,,,,,
Rosé,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Bayle-Carreau,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Cotes de Gascogne,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne,,,,,,,,,,,,
Vin beaume de venise,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin clairet grand campsec,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Enfant terrible,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Gaillac,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Rosé,40,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Cabernet,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin d'alsace Sylvaner,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vin d'Alsace,Sylvaner,,,,,,,,,,
Île de Ré Soif d'évasion Sauvignon,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Côtes de Duras,52,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Duras,en:Boissons  Boissons alcoolisées  Vins  Vins rouges,,,,,,,,,,,
Domaine la gayolle,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin Bordeaux rouge Yvecourt,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Vin Bordeaux rouge,,,,,,,,,,,,
Cru de beaujolais,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Chateau Grivière 2010 Médoc Cru Bourgeois,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vins du Médoc,Médoc,,,,,,,,,
Coteaux du Layon,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux du Layon,Coteaux du Layon Val de Loire,,,,,,,,,,,
Rouge,27,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
L'Étoile d'Azur Rosé 2015,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Pays d'Oc,,,,,,,,,,,
Domaine de gouredon,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Château De Berne Terres de Berne,47,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Les Hautes du Bana,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Champagne Paul Menand,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vin de France Merlot Cabernet Sauvignon,31,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,,,,,,,,,,,,
Vin de Bordeaux,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
